ID;Target
ID02142;0
ID02143;0
ID02144;0
ID02145;0
ID02146;0
ID02147;1
ID02148;0
ID02149;1
ID02150;1
ID02151;0
ID02152;0
ID02153;0
ID02154;1
ID02155;0
ID02156;0
ID02157;1
ID02158;1
ID02159;1
ID02160;1
ID02161;1
ID02162;0
ID02163;1
ID02164;0
ID02165;1
ID02166;0
ID02167;1
ID02168;1
ID02169;0
ID02170;0
ID02171;0
ID02172;1
ID02173;0
ID02174;1
ID02175;0
ID02176;1
ID02177;0
ID02178;1
ID02179;0
ID02180;0
ID02181;1
ID02182;0
ID02183;0
ID02184;1
ID02185;0
ID02186;0
ID02187;1
ID02188;1
ID02189;1
ID02190;0
ID02191;0
ID02192;0
ID02193;1
ID02194;0
ID02195;0
ID02196;0
ID02197;1
ID02198;0
ID02199;0
ID02200;0
ID02201;1
ID02202;1
ID02203;0
ID02204;0
ID02205;1
ID02206;1
ID02207;0
ID02208;0
ID02209;1
ID02210;1
ID02211;1
ID02212;0
ID02213;1
ID02214;0
ID02215;0
ID02216;0
ID02217;0
ID02218;1
ID02219;0
ID02220;1
ID02221;0
ID02222;0
ID02223;1
ID02224;1
ID02225;1
ID02226;0
ID02227;0
ID02228;1
ID02229;0
ID02230;0
ID02231;1
ID02232;0
ID02233;1
ID02234;1
ID02235;0
ID02236;0
ID02237;1
ID02238;0
ID02239;1
ID02240;0
ID02241;0
ID02242;1
ID02243;0
ID02244;0
ID02245;0
ID02246;1
ID02247;1
ID02248;0
ID02249;0
ID02250;0
ID02251;1
ID02252;1
ID02253;0
ID02254;0
ID02255;0
ID02256;0
ID02257;0
ID02258;0
ID02259;0
ID02260;1
ID02261;1
ID02262;1
ID02263;1
ID02264;1
ID02265;0
ID02266;0
ID02267;0
ID02268;1
ID02269;0
ID02270;1
ID02271;1
ID02272;0
ID02273;1
ID02274;1
ID02275;0
ID02276;0
ID02277;0
ID02278;0
ID02279;0
ID02280;0
ID02281;0
ID02282;1
ID02283;1
ID02284;1
ID02285;1
ID02286;0
ID02287;0
ID02288;0
ID02289;0
ID02290;0
ID02291;1
ID02292;0
ID02293;0
ID02294;1
ID02295;0
ID02296;0
ID02297;0
ID02298;1
ID02299;0
ID02300;1
ID02301;0
ID02302;1
ID02303;1
ID02304;1
ID02305;0
ID02306;0
ID02307;0
ID02308;0
ID02309;0
ID02310;1
ID02311;0
ID02312;0
ID02313;1
ID02314;0
ID02315;1
ID02316;0
ID02317;0
ID02318;0
ID02319;1
ID02320;0
ID02321;0
ID02322;1
ID02323;0
ID02324;1
ID02325;0
ID02326;0
ID02327;1
ID02328;1
ID02329;0
ID02330;1
ID02331;1
ID02332;0
ID02333;0
ID02334;1
ID02335;0
ID02336;0
ID02337;0
ID02338;0
ID02339;0
ID02340;0
ID02341;0
ID02342;1
ID02343;0
ID02344;0
ID02345;1
ID02346;0
ID02347;0
ID02348;0
ID02349;1
ID02350;0
ID02351;0
ID02352;0
ID02353;0
ID02354;1
ID02355;1
ID02356;0
ID02357;1
ID02358;0
ID02359;0
ID02360;0
ID02361;0
ID02362;0
ID02363;0
ID02364;0
ID02365;1
ID02366;1
ID02367;0
ID02368;0
ID02369;1
ID02370;1
ID02371;1
ID02372;0
ID02373;0
ID02374;1
ID02375;0
ID02376;0
ID02377;1
ID02378;0
ID02379;1
ID02380;0
ID02381;0
ID02382;1
ID02383;1
ID02384;0
ID02385;0
ID02386;1
ID02387;0
ID02388;1
ID02389;0
ID02390;0
ID02391;0
ID02392;0
ID02393;1
ID02394;0
ID02395;0
ID02396;0
ID02397;0
ID02398;0
ID02399;0
ID02400;0
ID02401;0
ID02402;1
ID02403;0
ID02404;1
ID02405;0
ID02406;0
ID02407;0
ID02408;0
ID02409;1
ID02410;1
ID02411;0
ID02412;0
ID02413;0
ID02414;0
ID02415;1
ID02416;0
ID02417;0
ID02418;0
ID02419;1
ID02420;1
ID02421;0
ID02422;0
ID02423;0
ID02424;1
ID02425;1
ID02426;0
ID02427;1
ID02428;0
ID02429;0
ID02430;0
ID02431;0
ID02432;0
ID02433;1
ID02434;0
ID02435;1
ID02436;1
ID02437;1
ID02438;0
ID02439;1
ID02440;0
ID02441;0
ID02442;0
ID02443;0
ID02444;1
ID02445;0
ID02446;0
ID02447;0
ID02448;1
ID02449;1
ID02450;0
ID02451;0
ID02452;0
ID02453;1
ID02454;1
ID02455;0
ID02456;0
ID02457;0
ID02458;0
ID02459;1
ID02460;0
ID02461;0
ID02462;1
ID02463;1
ID02464;0
ID02465;0
ID02466;1
ID02467;0
ID02468;0
ID02469;0
ID02470;0
ID02471;0
ID02472;0
ID02473;0
ID02474;0
ID02475;0
ID02476;1
ID02477;0
ID02478;0
ID02479;0
ID02480;1
ID02481;1
ID02482;1
ID02483;1
ID02484;0
ID02485;0
ID02486;0
ID02487;0
ID02488;0
ID02489;0
ID02490;1
ID02491;1
ID02492;1
ID02493;0
ID02494;0
ID02495;0
ID02496;0
ID02497;1
ID02498;0
ID02499;0
ID02500;1
ID02501;1
ID02502;0
ID02503;1
ID02504;1
ID02505;1
ID02506;0
ID02507;0
ID02508;0
ID02509;1
ID02510;1
ID02511;0
ID02512;1
ID02513;1
ID02514;0
ID02515;0
ID02516;1
ID02517;0
ID02518;1
ID02519;1
ID02520;0
ID02521;1
ID02522;0
ID02523;0
ID02524;0
ID02525;1
ID02526;0
ID02527;1
ID02528;0
ID02529;0
ID02530;1
ID02531;0
ID02532;1
ID02533;0
ID02534;0
ID02535;1
ID02536;1
ID02537;1
ID02538;0
ID02539;1
ID02540;0
ID02541;0
ID02542;0
ID02543;0
ID02544;1
ID02545;1
ID02546;0
ID02547;0
ID02548;0
ID02549;0
ID02550;0
ID02551;0
ID02552;1
ID02553;1
ID02554;1
ID02555;0
ID02556;0
ID02557;0
ID02558;1
ID02559;1
ID02560;1
ID02561;1
ID02562;0
ID02563;0
ID02564;0
ID02565;1
ID02566;0
ID02567;0
ID02568;1
ID02569;0
ID02570;0
ID02571;0
ID02572;1
ID02573;1
ID02574;0
ID02575;0
ID02576;0
ID02577;0
ID02578;0
ID02579;0
ID02580;1
ID02581;1
ID02582;1
ID02583;1
ID02584;0
ID02585;1
ID02586;1
ID02587;0
ID02588;1
ID02589;0
ID02590;0
ID02591;0
ID02592;1
ID02593;0
ID02594;0
ID02595;1
ID02596;0
ID02597;0
ID02598;1
ID02599;0
ID02600;0
ID02601;0
ID02602;1
ID02603;1
ID02604;0
ID02605;1
ID02606;0
ID02607;0
ID02608;0
ID02609;1
ID02610;0
ID02611;0
ID02612;1
ID02613;0
ID02614;1
ID02615;1
ID02616;0
ID02617;0
ID02618;0
ID02619;1
ID02620;0
ID02621;0
ID02622;0
ID02623;0
ID02624;0
ID02625;1
ID02626;1
ID02627;1
ID02628;1
ID02629;1
ID02630;0
ID02631;0
ID02632;0
ID02633;0
ID02634;0
ID02635;0
ID02636;1
ID02637;0
ID02638;0
ID02639;1
ID02640;0
ID02641;0
ID02642;1
ID02643;0
ID02644;1
ID02645;0
ID02646;0
ID02647;1
ID02648;0
ID02649;1
ID02650;0
ID02651;1
ID02652;0
ID02653;0
ID02654;1
ID02655;0
ID02656;0
ID02657;0
ID02658;1
ID02659;1
ID02660;0
ID02661;1
ID02662;1
ID02663;0
ID02664;0
ID02665;0
ID02666;1
ID02667;0
ID02668;0
ID02669;0
ID02670;0
ID02671;0
ID02672;1
ID02673;1
ID02674;0
ID02675;0
ID02676;1
ID02677;1
ID02678;1
ID02679;1
ID02680;0
ID02681;0
ID02682;1
ID02683;0
ID02684;0
ID02685;0
ID02686;1
ID02687;1
ID02688;0
ID02689;0
ID02690;0
ID02691;0
ID02692;0
ID02693;1
ID02694;0
ID02695;0
ID02696;0
ID02697;0
ID02698;0
ID02699;1
ID02700;0
ID02701;0
ID02702;0
ID02703;0
ID02704;0
ID02705;1
ID02706;0
ID02707;0
ID02708;0
ID02709;1
ID02710;0
ID02711;1
ID02712;0
ID02713;0
ID02714;0
ID02715;0
ID02716;0
ID02717;0
ID02718;0
ID02719;1
ID02720;1
ID02721;1
ID02722;1
ID02723;0
ID02724;0
ID02725;0
ID02726;0
ID02727;1
ID02728;0
ID02729;0
ID02730;1
ID02731;1
ID02732;0
ID02733;0
ID02734;0
ID02735;1
ID02736;0
ID02737;0
ID02738;0
ID02739;0
ID02740;0
ID02741;1
ID02742;0
ID02743;1
ID02744;0
ID02745;1
ID02746;1
ID02747;1
ID02748;0
ID02749;1
ID02750;0
ID02751;1
ID02752;0
ID02753;0
ID02754;0
ID02755;0
ID02756;1
ID02757;0
ID02758;0
ID02759;1
ID02760;1
ID02761;0
ID02762;0
ID02763;0
ID02764;0
ID02765;1
ID02766;0
ID02767;1
ID02768;0
ID02769;0
ID02770;0
ID02771;0
ID02772;0
ID02773;0
ID02774;0
ID02775;0
ID02776;0
ID02777;0
ID02778;0
ID02779;0
ID02780;1
ID02781;1
ID02782;0
ID02783;0
ID02784;0
ID02785;1
ID02786;0
ID02787;1
ID02788;1
ID02789;0
ID02790;0
ID02791;0
ID02792;0
ID02793;0
ID02794;0
ID02795;0
ID02796;1
ID02797;0
ID02798;1
ID02799;1
ID02800;0
ID02801;1
ID02802;0
ID02803;0
ID02804;0
ID02805;0
ID02806;0
ID02807;0
ID02808;0
ID02809;0
ID02810;0
ID02811;1
ID02812;1
ID02813;0
ID02814;0
ID02815;0
ID02816;0
ID02817;0
ID02818;0
ID02819;0
ID02820;1
ID02821;0
ID02822;1
ID02823;0
ID02824;0
ID02825;0
ID02826;0
ID02827;0
ID02828;1
ID02829;1
ID02830;0
ID02831;1
ID02832;0
ID02833;1
ID02834;1
ID02835;0
ID02836;1
ID02837;0
ID02838;1
ID02839;0
ID02840;0
ID02841;1
ID02842;0
ID02843;0
ID02844;0
ID02845;0
ID02846;1
ID02847;0
ID02848;1
ID02849;0
ID02850;1
ID02851;1
ID02852;0
ID02853;1
ID02854;1
ID02855;0
ID02856;1
ID02857;1
ID02858;0
ID02859;0
ID02860;0
ID02861;0
ID02862;0
ID02863;0
ID02864;0
ID02865;0
ID02866;0
ID02867;0
ID02868;1
ID02869;1
ID02870;0
ID02871;1
ID02872;1
ID02873;0
ID02874;1
ID02875;0
ID02876;0
ID02877;0
ID02878;1
ID02879;0
ID02880;0
ID02881;1
ID02882;1
ID02883;0
ID02884;1
ID02885;1
ID02886;1
ID02887;1
ID02888;0
ID02889;1
ID02890;0
ID02891;1
ID02892;0
ID02893;0
ID02894;0
ID02895;1
ID02896;1
ID02897;0
ID02898;1
ID02899;1
ID02900;0
ID02901;1
ID02902;0
ID02903;0
ID02904;0
ID02905;0
ID02906;0
ID02907;0
ID02908;0
ID02909;1
ID02910;1
ID02911;0
ID02912;0
ID02913;0
ID02914;0
ID02915;0
ID02916;0
ID02917;0
ID02918;0
ID02919;0
ID02920;1
ID02921;0
ID02922;0
ID02923;1
ID02924;1
ID02925;1
ID02926;0
ID02927;0
ID02928;0
ID02929;1
ID02930;1
ID02931;0
ID02932;0
ID02933;1
ID02934;0
ID02935;0
ID02936;1
ID02937;1
ID02938;0
ID02939;0
ID02940;0
ID02941;0
ID02942;1
ID02943;0
ID02944;0
ID02945;1
ID02946;0
ID02947;0
ID02948;1
ID02949;0
ID02950;0
ID02951;0
ID02952;0
ID02953;0
ID02954;1
ID02955;1
ID02956;0
ID02957;0
ID02958;0
ID02959;0
ID02960;0
ID02961;1
ID02962;0
ID02963;0
ID02964;0
ID02965;0
ID02966;0
ID02967;1
ID02968;0
ID02969;1
ID02970;0
ID02971;0
ID02972;1
ID02973;0
ID02974;0
ID02975;1
ID02976;0
ID02977;0
ID02978;0
ID02979;0
ID02980;1
ID02981;1
ID02982;1
ID02983;0
ID02984;0
ID02985;1
ID02986;1
ID02987;1
ID02988;0
ID02989;1
ID02990;0
ID02991;1
ID02992;1
ID02993;0
ID02994;0
ID02995;1
ID02996;0
ID02997;0
ID02998;1
ID02999;1
ID03000;0
ID03001;0
ID03002;1
ID03003;0
ID03004;0
ID03005;0
ID03006;0
ID03007;1
ID03008;0
ID03009;0
ID03010;1
ID03011;1
ID03012;0
ID03013;0
ID03014;0
ID03015;0
ID03016;1
ID03017;0
ID03018;0
ID03019;1
ID03020;1
ID03021;1
ID03022;0
ID03023;1
ID03024;1
ID03025;1
ID03026;0
ID03027;0
ID03028;1
ID03029;0
ID03030;0
ID03031;0
ID03032;1
ID03033;0
ID03034;1
ID03035;0
ID03036;1
ID03037;0
ID03038;0
ID03039;0
ID03040;1
ID03041;0
ID03042;0
ID03043;0
ID03044;0
ID03045;0
ID03046;0
ID03047;0
ID03048;1
ID03049;1
ID03050;1
ID03051;1
ID03052;0
ID03053;1
ID03054;1
ID03055;1
ID03056;1
ID03057;1
ID03058;0
ID03059;1
ID03060;0
ID03061;0
ID03062;0
ID03063;1
ID03064;0
ID03065;0
ID03066;1
ID03067;0
ID03068;0
ID03069;0
ID03070;0
ID03071;1
ID03072;1
ID03073;1
ID03074;0
ID03075;0
ID03076;0
ID03077;1
ID03078;1
ID03079;0
ID03080;1
ID03081;0
ID03082;0
ID03083;0
ID03084;0
ID03085;1
ID03086;1
ID03087;1
ID03088;0
ID03089;1
ID03090;0
ID03091;0
ID03092;0
ID03093;0
ID03094;0
ID03095;0
ID03096;0
ID03097;0
ID03098;0
ID03099;0
ID03100;0
ID03101;0
ID03102;0
ID03103;0
ID03104;0
ID03105;0
ID03106;0
ID03107;0
ID03108;0
ID03109;1
ID03110;0
ID03111;0
ID03112;0
ID03113;0
ID03114;1
ID03115;0
ID03116;0
ID03117;0
ID03118;1
ID03119;1
ID03120;0
ID03121;0
ID03122;0
ID03123;0
ID03124;1
ID03125;0
ID03126;0
ID03127;0
ID03128;1
ID03129;1
ID03130;0
ID03131;1
ID03132;0
ID03133;0
ID03134;0
ID03135;1
ID03136;0
ID03137;0
ID03138;0
ID03139;0
ID03140;1
ID03141;1
ID03142;1
ID03143;0
ID03144;1
ID03145;0
ID03146;0
ID03147;0
ID03148;0
ID03149;1
ID03150;0
ID03151;0
ID03152;0
ID03153;0
ID03154;0
ID03155;1
ID03156;0
ID03157;0
ID03158;1
ID03159;0
ID03160;1
ID03161;0
ID03162;0
ID03163;0
ID03164;0
ID03165;0
ID03166;0
ID03167;1
ID03168;0
ID03169;0
ID03170;0
ID03171;0
ID03172;0
ID03173;0
ID03174;0
ID03175;0
ID03176;1
ID03177;0
ID03178;0
ID03179;0
ID03180;1
ID03181;1
ID03182;0
ID03183;0
ID03184;0
ID03185;0
ID03186;0
ID03187;1
ID03188;0
ID03189;1
ID03190;0
ID03191;1
ID03192;1
ID03193;0
ID03194;1
ID03195;0
ID03196;0
ID03197;0
ID03198;0
ID03199;0
ID03200;1
ID03201;0
ID03202;1
ID03203;0
ID03204;0
ID03205;0
ID03206;1
ID03207;0
ID03208;0
ID03209;1
ID03210;0
ID03211;1
ID03212;0
ID03213;0
ID03214;1
ID03215;1
ID03216;0
ID03217;0
ID03218;0
ID03219;0
ID03220;0
ID03221;1
ID03222;1
ID03223;0
ID03224;1
ID03225;1
ID03226;0
ID03227;0
ID03228;0
ID03229;0
ID03230;0
ID03231;0
ID03232;1
ID03233;0
ID03234;1
ID03235;1
ID03236;0
ID03237;0
ID03238;1
ID03239;1
ID03240;0
ID03241;0
ID03242;0
ID03243;1
ID03244;1
ID03245;1
ID03246;0
ID03247;1
ID03248;0
ID03249;0
ID03250;0
ID03251;0
ID03252;0
ID03253;0
ID03254;1
ID03255;0
ID03256;0
ID03257;1
ID03258;0
ID03259;1
ID03260;0
ID03261;0
ID03262;1
ID03263;1
ID03264;0
ID03265;0
ID03266;0
ID03267;1
ID03268;0
ID03269;0
ID03270;0
ID03271;1
ID03272;1
ID03273;0
ID03274;0
ID03275;0
ID03276;0
ID03277;0
ID03278;0
ID03279;0
ID03280;1
ID03281;0
ID03282;0
ID03283;1
ID03284;0
ID03285;0
ID03286;0
ID03287;0
ID03288;0
ID03289;1
ID03290;0
ID03291;0
ID03292;0
ID03293;0
ID03294;0
ID03295;0
ID03296;1
ID03297;0
ID03298;0
ID03299;0
ID03300;0
ID03301;1
ID03302;1
ID03303;1
ID03304;0
ID03305;0
ID03306;0
ID03307;0
ID03308;0
ID03309;0
ID03310;0
ID03311;0
ID03312;0
ID03313;0
ID03314;1
ID03315;1
ID03316;0
ID03317;0
ID03318;1
ID03319;1
ID03320;0
ID03321;1
ID03322;0
ID03323;1
ID03324;0
ID03325;0
ID03326;0
ID03327;0
ID03328;0
ID03329;0
ID03330;0
ID03331;0
ID03332;1
ID03333;0
ID03334;0
ID03335;0
ID03336;0
ID03337;0
ID03338;0
ID03339;1
ID03340;0
ID03341;1
ID03342;0
ID03343;1
ID03344;1
ID03345;0
ID03346;0
ID03347;0
ID03348;0
ID03349;0
ID03350;0
ID03351;0
ID03352;1
ID03353;0
ID03354;1
ID03355;0
ID03356;0
ID03357;1
ID03358;0
ID03359;0
ID03360;1
ID03361;0
ID03362;0
ID03363;0
ID03364;0
ID03365;1
ID03366;0
ID03367;0
ID03368;1
ID03369;0
ID03370;0
ID03371;1
ID03372;0
ID03373;0
ID03374;0
ID03375;0
ID03376;1
ID03377;0
ID03378;0
ID03379;1
ID03380;0
ID03381;1
ID03382;0
ID03383;0
ID03384;0
ID03385;0
ID03386;0
ID03387;1
ID03388;0
ID03389;1
ID03390;1
ID03391;0
ID03392;1
ID03393;1
ID03394;1
ID03395;1
ID03396;0
ID03397;0
ID03398;0
ID03399;0
ID03400;0
ID03401;0
ID03402;0
ID03403;1
ID03404;0
ID03405;1
ID03406;1
ID03407;0
ID03408;0
ID03409;0
ID03410;0
ID03411;1
ID03412;0
ID03413;1
ID03414;0
ID03415;0
ID03416;0
ID03417;1
ID03418;1
ID03419;0
ID03420;1
ID03421;0
ID03422;0
ID03423;0
ID03424;1
ID03425;0
ID03426;0
ID03427;1
ID03428;0
ID03429;1
ID03430;0
ID03431;0
ID03432;1
ID03433;0
ID03434;0
ID03435;1
ID03436;1
ID03437;0
ID03438;0
ID03439;0
ID03440;0
ID03441;0
ID03442;1
ID03443;0
ID03444;0
ID03445;1
ID03446;0
ID03447;0
ID03448;0
ID03449;1
ID03450;0
ID03451;0
ID03452;1
ID03453;0
ID03454;0
ID03455;0
ID03456;0
ID03457;0
ID03458;0
ID03459;0
ID03460;1
ID03461;0
ID03462;0
ID03463;0
ID03464;0
ID03465;1
ID03466;0
ID03467;1
ID03468;0
ID03469;0
ID03470;0
ID03471;0
ID03472;0
ID03473;1
ID03474;0
ID03475;0
ID03476;0
ID03477;1
ID03478;0
ID03479;0
ID03480;1
ID03481;0
ID03482;1
ID03483;0
ID03484;1
ID03485;0
ID03486;0
ID03487;1
ID03488;0
ID03489;1
ID03490;0
ID03491;0
ID03492;1
ID03493;0
ID03494;0
ID03495;0
ID03496;1
ID03497;1
ID03498;0
ID03499;1
ID03500;0
ID03501;1
ID03502;0
ID03503;0
ID03504;1
ID03505;0
ID03506;1
ID03507;1
ID03508;0
ID03509;0
ID03510;0
ID03511;0
ID03512;0
ID03513;0
ID03514;0
ID03515;1
ID03516;0
ID03517;0
ID03518;0
ID03519;1
ID03520;0
ID03521;0
ID03522;1
ID03523;0
ID03524;0
ID03525;0
ID03526;1
ID03527;1
ID03528;0
ID03529;1
ID03530;0
ID03531;0
ID03532;1
ID03533;0
ID03534;0
ID03535;0
ID03536;1
ID03537;0
ID03538;0
ID03539;0
ID03540;1
ID03541;0
ID03542;0
ID03543;0
ID03544;0
ID03545;1
ID03546;0
ID03547;1
ID03548;0
ID03549;0
ID03550;0
ID03551;0
ID03552;0
ID03553;0
ID03554;0
ID03555;1
ID03556;0
ID03557;0
ID03558;1
ID03559;1
ID03560;0
ID03561;0
ID03562;0
ID03563;0
ID03564;0
ID03565;0
ID03566;1
ID03567;0
ID03568;0
ID03569;0
ID03570;0
ID03571;0
ID03572;1
ID03573;1
ID03574;1
ID03575;0
ID03576;0
ID03577;0
ID03578;1
ID03579;0
ID03580;1
ID03581;1
ID03582;1
ID03583;0
ID03584;0
ID03585;0
ID03586;1
ID03587;1
ID03588;0
ID03589;0
ID03590;0
ID03591;1
ID03592;0
ID03593;1
ID03594;1
ID03595;0
ID03596;0
ID03597;0
ID03598;0
ID03599;1
ID03600;0
ID03601;0
ID03602;0
ID03603;0
ID03604;0
ID03605;0
ID03606;0
ID03607;1
ID03608;0
ID03609;1
ID03610;0
ID03611;1
ID03612;1
ID03613;1
ID03614;0
ID03615;0
ID03616;0
ID03617;1
ID03618;0
ID03619;1
ID03620;0
ID03621;1
ID03622;0
ID03623;0
ID03624;0
ID03625;0
ID03626;0
ID03627;0
ID03628;0
ID03629;0
ID03630;0
ID03631;0
ID03632;1
ID03633;1
ID03634;0
ID03635;0
ID03636;1
ID03637;0
ID03638;0
ID03639;0
ID03640;0
ID03641;0
ID03642;0
ID03643;0
ID03644;1
ID03645;0
ID03646;1
ID03647;0
ID03648;0
ID03649;0
ID03650;0
ID03651;0
ID03652;0
ID03653;0
ID03654;1
ID03655;1
ID03656;1
ID03657;1
ID03658;1
ID03659;0
ID03660;0
ID03661;1
ID03662;0
ID03663;0
ID03664;1
ID03665;0
ID03666;1
ID03667;1
ID03668;1
ID03669;1
ID03670;0
ID03671;0
ID03672;1
ID03673;1
ID03674;0
ID03675;1
ID03676;0
ID03677;0
ID03678;0
ID03679;1
ID03680;0
ID03681;0
ID03682;1
ID03683;0
ID03684;0
ID03685;1
ID03686;1
ID03687;0
ID03688;1
ID03689;0
ID03690;0
ID03691;0
ID03692;1
ID03693;1
ID03694;1
ID03695;1
ID03696;1
ID03697;0
ID03698;0
ID03699;0
ID03700;1
ID03701;0
ID03702;0
ID03703;1
ID03704;1
ID03705;0
ID03706;0
ID03707;0
ID03708;0
ID03709;1
ID03710;0
ID03711;0
ID03712;0
ID03713;1
ID03714;0
ID03715;0
ID03716;0
ID03717;0
ID03718;0
ID03719;1
ID03720;1
ID03721;1
ID03722;0
ID03723;0
ID03724;0
ID03725;0
ID03726;0
ID03727;1
ID03728;0
ID03729;0
ID03730;0
ID03731;1
ID03732;1
ID03733;0
ID03734;1
ID03735;0
ID03736;0
ID03737;0
ID03738;0
ID03739;1
ID03740;0
ID03741;0
ID03742;0
ID03743;0
ID03744;0
ID03745;0
ID03746;1
ID03747;0
ID03748;1
ID03749;1
ID03750;0
ID03751;0
ID03752;1
ID03753;1
ID03754;0
ID03755;1
ID03756;0
ID03757;0
ID03758;1
ID03759;1
ID03760;1
ID03761;0
ID03762;0
ID03763;0
ID03764;0
ID03765;1
ID03766;0
ID03767;1
ID03768;0
ID03769;0
ID03770;0
ID03771;0
ID03772;0
ID03773;0
ID03774;0
ID03775;0
ID03776;0
ID03777;0
ID03778;0
ID03779;0
ID03780;0
ID03781;1
ID03782;1
ID03783;1
ID03784;0
ID03785;0
ID03786;1
ID03787;1
ID03788;1
ID03789;0
ID03790;0
ID03791;0
ID03792;1
ID03793;1
ID03794;0
ID03795;0
ID03796;0
ID03797;0
ID03798;0
ID03799;1
ID03800;0
ID03801;0
ID03802;0
ID03803;0
ID03804;0
ID03805;0
ID03806;0
ID03807;0
ID03808;0
ID03809;1
ID03810;0
ID03811;1
ID03812;0
ID03813;0
ID03814;1
ID03815;1
ID03816;0
ID03817;0
ID03818;1
ID03819;0
ID03820;0
ID03821;0
ID03822;0
ID03823;1
ID03824;0
ID03825;0
ID03826;1
ID03827;0
ID03828;0
ID03829;0
ID03830;0
ID03831;0
ID03832;1
ID03833;0
ID03834;1
ID03835;0
ID03836;0
ID03837;0
ID03838;0
ID03839;0
ID03840;1
ID03841;1
ID03842;0
ID03843;1
ID03844;1
ID03845;0
ID03846;1
ID03847;0
ID03848;0
ID03849;0
ID03850;0
ID03851;0
ID03852;1
ID03853;0
ID03854;0
ID03855;0
ID03856;0
ID03857;0
ID03858;1
ID03859;1
ID03860;0
ID03861;0
ID03862;1
ID03863;0
ID03864;0
ID03865;0
ID03866;1
ID03867;0
ID03868;1
ID03869;0
ID03870;1
ID03871;1
ID03872;0
ID03873;0
ID03874;0
ID03875;1
ID03876;0
ID03877;0
ID03878;0
ID03879;0
ID03880;0
ID03881;0
ID03882;0
ID03883;0
ID03884;1
ID03885;0
ID03886;0
ID03887;1
ID03888;0
ID03889;0
ID03890;0
ID03891;1
ID03892;1
ID03893;1
ID03894;1
ID03895;0
ID03896;0
ID03897;0
ID03898;0
ID03899;0
ID03900;0
ID03901;1
ID03902;0
ID03903;0
ID03904;0
ID03905;1
ID03906;0
ID03907;0
ID03908;1
ID03909;1
ID03910;0
ID03911;0
ID03912;0
ID03913;1
ID03914;1
ID03915;1
ID03916;1
ID03917;0
ID03918;0
ID03919;1
ID03920;0
ID03921;0
ID03922;1
ID03923;0
ID03924;0
ID03925;0
ID03926;1
ID03927;0
ID03928;1
ID03929;1
ID03930;0
ID03931;0
ID03932;0
ID03933;1
ID03934;0
ID03935;0
ID03936;0
ID03937;0
ID03938;0
ID03939;0
ID03940;0
ID03941;1
ID03942;0
ID03943;0
ID03944;0
ID03945;0
ID03946;0
ID03947;0
ID03948;0
ID03949;0
ID03950;0
ID03951;0
ID03952;1
ID03953;0
ID03954;0
ID03955;0
ID03956;1
ID03957;0
ID03958;0
ID03959;0
ID03960;0
ID03961;0
ID03962;0
ID03963;0
ID03964;0
ID03965;0
ID03966;0
ID03967;0
ID03968;0
ID03969;1
ID03970;0
ID03971;1
ID03972;0
ID03973;0
ID03974;0
ID03975;1
ID03976;0
ID03977;0
ID03978;1
ID03979;0
ID03980;0
ID03981;0
ID03982;0
ID03983;0
ID03984;1
ID03985;1
ID03986;0
ID03987;0
ID03988;1
ID03989;0
ID03990;0
ID03991;0
ID03992;1
ID03993;0
ID03994;0
ID03995;1
ID03996;1
ID03997;1
ID03998;0
ID03999;0
ID04000;0
ID04001;1
ID04002;0
ID04003;0
ID04004;0
ID04005;1
ID04006;0
ID04007;1
ID04008;0
ID04009;1
ID04010;1
ID04011;0
ID04012;1
ID04013;1
ID04014;0
ID04015;0
ID04016;1
ID04017;0
ID04018;1
ID04019;0
ID04020;0
ID04021;1
ID04022;1
ID04023;0
ID04024;0
ID04025;1
ID04026;1
ID04027;1
ID04028;0
ID04029;1
ID04030;0
ID04031;1
ID04032;1
ID04033;1
ID04034;0
ID04035;0
ID04036;0
ID04037;1
ID04038;0
ID04039;0
ID04040;0
ID04041;0
ID04042;0
ID04043;1
ID04044;0
ID04045;0
ID04046;1
ID04047;0
ID04048;1
ID04049;1
ID04050;0
ID04051;0
ID04052;1
ID04053;0
ID04054;1
ID04055;0
ID04056;1
ID04057;1
ID04058;1
ID04059;0
ID04060;1
ID04061;0
ID04062;0
ID04063;1
ID04064;1
ID04065;1
ID04066;1
ID04067;0
ID04068;0
ID04069;0
ID04070;0
ID04071;0
ID04072;0
ID04073;0
ID04074;1
ID04075;0
ID04076;0
ID04077;0
ID04078;0
ID04079;1
ID04080;0
ID04081;0
ID04082;1
ID04083;1
ID04084;0
ID04085;1
ID04086;0
ID04087;1
ID04088;1
ID04089;0
ID04090;1
ID04091;0
ID04092;1
ID04093;0
ID04094;1
ID04095;0
ID04096;0
ID04097;0
ID04098;0
ID04099;0
ID04100;1
ID04101;0
ID04102;1
ID04103;1
ID04104;0
ID04105;1
ID04106;0
ID04107;0
ID04108;1
ID04109;0
ID04110;1
ID04111;1
ID04112;0
ID04113;0
ID04114;0
ID04115;0
ID04116;1
ID04117;0
ID04118;0
ID04119;1
ID04120;0
ID04121;0
ID04122;0
ID04123;0
ID04124;0
ID04125;0
ID04126;0
ID04127;0
ID04128;0
ID04129;0
ID04130;1
ID04131;1
ID04132;0
ID04133;1
ID04134;1
ID04135;0
ID04136;1
ID04137;0
ID04138;1
ID04139;0
ID04140;0
